"","Region","Site","Microsite","Rep","location","Quantity","Order","Family","Subfamily","Genus","Species","highest.rtu","morphospecies"
"180","Panoche","PAN1","shrub",5,"ethanol",11,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"181","Cuyama","C2","open",6,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"182","Panoche","PAN3","open",6,"ethanol",4,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"183","Panoche","PAN3","open",8,"ethanol",11,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"184","Panoche","PAN3","shrub",8,"ethanol",3,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"185","Panoche","PAN1","open",9,"ethanol",2,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"186","Panoche","PAN1","shrub",9,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"187","Cuyama","C2","shrub",10,"ethanol",4,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"188","Panoche","PAN2","open",11,"ethanol",1176,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"189","Panoche","PAN2","open",11,"ethanol",7,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"190","Panoche","PAN2","open",11,"ethanol",10,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"191","Panoche","PAN2","shrub",11,NA,11,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"192","Panoche","PAN3","open",12,"ethanol",3,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"193","Panoche","PAN3","shrub",12,"ethanol",11,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"194","Panoche","PAN1","open",13,"ethanol",6,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"195","Panoche","PAN1","shrub",13,"ethanol",11,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"196","Cuyama","C2","shrub",14,"ethanol",31,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"197","Panoche","PAN2","open",15,"ethanol",19,"Hymenoptera","Formicidae","Myrmicinae","Pheidole",NA,"Pheidole","Pheidole 1"
"198","Panoche","PAN2","shrub",15,"ethanol",10,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"199","Panoche","PAN3","open",16,"ethanol",12,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"200","Panoche","PAN3","shrub",16,"ethanol",6,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"201","Panoche","PAN1","open",17,"ethanol",3,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"202","Panoche","PAN1","shrub",17,"ethanol",5,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"203","Panoche","PAN3","open",19,"ethanol",13,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"204","Cuyama","C2","open",22,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"205","Panoche","PAN1","shrub",22,"ethanol",6,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"206","Panoche","PAN3","open",23,"ethanol",11,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"207","Panoche","PAN3","shrub",23,"ethanol",3,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"208","Panoche","PAN2","open",24,NA,47,"Hymenoptera","Formicidae","Myrmicinae",NA,NA,"Pheidole","Pheidole 1"
"209","Panoche","PAN2","shrub",24,NA,7,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"210","Cuyama","C2","shrub",26,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"211","Panoche","PAN1","shrub",26,"ethanol",119,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"212","Panoche","PAN1","shrub",26,"ethanol",4,"Hymenoptera","Formicidae",NA,"Pheidole major",NA,"Pheidole","Pheidole 1"
"213","Panoche","PAN3","open",28,"ethanol",8,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"214","Panoche","PAN3","shrub",28,"ethanol",12,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"215","Panoche","PAN3","shrub",28,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pheidole - major",NA,"Pheidole","Pheidole 1"
"216","Cuyama","C2","open",29,"ethanol",9,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"217","Cuyama","C2","shrub",29,"ethanol",47,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"218","Cuyama","C1","shrub",30,"ethanol",8,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"219","Panoche","PAN3","open",32,"ethanol",4,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"220","Panoche","PAN3","shrub",32,"ethanol",2,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"221","Panoche","PAN1","open",34,"ethanol",4,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"222","Panoche","PAN1","shrub",34,"ethanol",25,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"223","Panoche","PAN3","shrub",36,"ethanol",17,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"224","Panoche","PAN3","open",40,"ethanol",16,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"225","Panoche","PAN3","shrub",40,"ethanol",57,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 1"
"226","Mojave","M1","ephedra",14,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 2"
"227","Mojave","M1","open",14,"pinned",1,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 2"
"228","Cuyama","C1","open",18,"ethanol",5,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 2"
"229","Cuyama","C2","open",18,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 2"
"230","Mojave","M1","larrea",26,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 2"
"231","Mojave","M3","open",26,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 2"
"232","Panoche","PAN3","open",40,"ethanol",56,"Hymenoptera","Formicidae",NA,"Messor",NA,"Messor","Messor 1"
"233","Mojave","M1","larrea",10,"ethanol",3,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 5"
"234","Mojave","M1","ephedra",2,"ethanol",4,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 5"
"235","Mojave","M2","ephedra",2,"ethanol",34,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 5"
"236","Mojave","M1","larrea",2,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 5"
"237","Mojave","M2","larrea",2,"ethanol",5,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 5"
"238","Mojave","M1","open",2,"ethanol",5,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 5"
"239","Mojave","M2","open",2,"ethanol",6,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 5"
"240","Mojave","M2","ephedra",6,"ethanol",3,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 5"
"241","Mojave","M1","larrea",6,"ethanol",2,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 5"
"242","Mojave","M2","larrea",6,"ethanol",15,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 5"
"243","Mojave","M1","open",6,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 5"
"244","Mojave","M2","open",6,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 5"
"245","Mojave","M1","ephedra",10,"ethanol",2,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 5"
"246","Mojave","M2","open",10,"ethanol",3,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 5"
"247","Mojave","M1","ephedra",14,"ethanol",2,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 5"
"248","Mojave","M1","open",14,"ethanol",6,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 5"
"249","Mojave","M2","ephedra",18,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 5"
"250","Mojave","M1","larrea",18,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 5"
"251","Mojave","M2","larrea",18,"ethanol",10,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 5"
"252","Mojave","M2","open",18,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 5"
"253","Mojave","M1","ephedra",22,"ethanol",3,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 5"
"254","Mojave","M2","larrea",22,"pinned",1,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 5"
"255","Mojave","M1","open",22,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 5"
"256","Mojave","M2","open",22,"ethanol",5,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 5"
"257","Mojave","M1","ephedra",26,"ethanol",2,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 5"
"258","Mojave","M2","ephedra",26,"ethanol",3,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 5"
"259","Mojave","M2","ephedra",26,"ethanol",5,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 5"
"260","Mojave","M1","larrea",26,"ethanol",4,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 5"
"261","Mojave","M1","open",26,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 5"
"262","Mojave","M2","open",26,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 5"
"263","Mojave","M1","ephedra",30,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 5"
"264","Mojave","M2","ephedra",30,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 5"
"265","Mojave","M1","larrea",30,"ethanol",3,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 5"
"266","Mojave","M2","larrea",30,"ethanol",17,"Hymenoptera","Formicidae",NA,"Pheidole",NA,"Pheidole","Pheidole 5"
"267","Mojave","M2","larrea",30,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pogonomyrmex",NA,"Pogonomyrmex","Pogonomyrmex 1"
"268","Cuyama","C2","open",10,"ethanol",13,"Hymenoptera","Formicidae",NA,"Pogonomyrmex",NA,"Pogonomyrmex","Pogonomyrmex 1"
"269","Mojave","M1","ephedra",2,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pogonomyrmex",NA,"Pogonomyrmex","Pogonomyrmex 1"
"270","Mojave","M2","ephedra",2,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pogonomyrmex",NA,"Pogonomyrmex","Pogonomyrmex 1"
"271","Mojave","M1","larrea",2,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pogonomyrmex",NA,"Pogonomyrmex","Pogonomyrmex 1"
"272","Mojave","M2","larrea",2,"ethanol",2,"Hymenoptera","Formicidae",NA,"Pogonomyrmex",NA,"Pogonomyrmex","Pogonomyrmex 1"
"273","Cuyama","C2","open",2,"ethanol",13,"Hymenoptera","Formicidae",NA,"Pogonomyrmex",NA,"Pogonomyrmex","Pogonomyrmex 1"
"274","Cuyama","C2","open",2,"ethanol",28,"Hymenoptera","Formicidae",NA,"Pogonomyrmex",NA,"Pogonomyrmex","Pogonomyrmex 1"
"275","Mojave","M1","open",2,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pogonomyrmex",NA,"Pogonomyrmex","Pogonomyrmex 1"
"276","Cuyama","C2","shrub",2,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pogonomyrmex",NA,"Pogonomyrmex","Pogonomyrmex 1"
"277","Mojave","M1","ephedra",6,"ethanol",3,"Hymenoptera","Formicidae",NA,"Pogonomyrmex",NA,"Pogonomyrmex","Pogonomyrmex 1"
"278","Mojave","M2","ephedra",6,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pogonomyrmex",NA,"Pogonomyrmex","Pogonomyrmex 1"
"279","Mojave","M1","larrea",6,"ethanol",2,"Hymenoptera","Formicidae",NA,"Pogonomyrmex",NA,"Pogonomyrmex","Pogonomyrmex 1"
"280","Cuyama","C2","open",6,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pogonomyrmex",NA,"Pogonomyrmex","Pogonomyrmex 1"
"281","Mojave","M1","open",6,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pogonomyrmex",NA,"Pogonomyrmex","Pogonomyrmex 1"
"282","Mojave","M1","ephedra",10,"ethanol",8,"Hymenoptera","Formicidae",NA,"Pogonomyrmex",NA,"Pogonomyrmex","Pogonomyrmex 1"
"283","Mojave","M1","larrea",10,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pogonomyrmex",NA,"Pogonomyrmex","Pogonomyrmex 1"
"284","Mojave","M2","larrea",10,"ethanol",2,"Hymenoptera","Formicidae",NA,"Pogonomyrmex",NA,"Pogonomyrmex","Pogonomyrmex 1"
"285","Mojave","M1","open",10,"ethanol",2,"Hymenoptera","Formicidae",NA,"Pogonomyrmex",NA,"Pogonomyrmex","Pogonomyrmex 1"
"286","Cuyama","C1","open ",10,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pogonomyrmex",NA,"Pogonomyrmex","Pogonomyrmex 1"
"287","Mojave","M1","larrea",14,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pogonomyrmex",NA,"Pogonomyrmex","Pogonomyrmex 1"
"288","Cuyama","C2","open",14,"ethanol",4,"Hymenoptera","Formicidae",NA,"Pogonomyrmex",NA,"Pogonomyrmex","Pogonomyrmex 1"
"289","Mojave","M1","open",14,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pogonomyrmex",NA,"Pogonomyrmex","Pogonomyrmex 1"
"290","Mojave","M1","larrea",18,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pogonomyrmex",NA,"Pogonomyrmex","Pogonomyrmex 1"
"291","Cuyama","C1","open",18,"ethanol",7,"Hymenoptera","Formicidae",NA,"Pogonomyrmex",NA,"Pogonomyrmex","Pogonomyrmex 1"
"292","Cuyama","C2","open",18,"ethanol",3,"Hymenoptera","Formicidae",NA,"Pogonomyrmex",NA,"Pogonomyrmex","Pogonomyrmex 1"
"293","Cuyama","C1","open",21,"ethanol",14,"Hymenoptera","Formicidae",NA,"Pogonomyrmex",NA,"Pogonomyrmex","Pogonomyrmex 1"
"294","Cuyama","C2","open",22,"ethanol",10,"Hymenoptera","Formicidae",NA,"Pogonomyrmex",NA,"Pogonomyrmex","Pogonomyrmex 1"
"295","Mojave","M1","open",22,"ethanol",2,"Hymenoptera","Formicidae",NA,"Pogonomyrmex",NA,"Pogonomyrmex","Pogonomyrmex 1"
"296","Mojave","M1","larrea",26,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pogonomyrmex",NA,"Pogonomyrmex","Pogonomyrmex 1"
"297","Mojave","M2","open",26,"ethanol",5,"Hymenoptera","Formicidae",NA,"Pogonomyrmex",NA,"Pogonomyrmex","Pogonomyrmex 1"
"298","Cuyama","C2","open",29,"ethanol",3,"Hymenoptera","Formicidae",NA,"Pogonomyrmex",NA,"Pogonomyrmex","Pogonomyrmex 1"
"299","Mojave","M1","ephedra",30,"ethanol",1,"Hymenoptera","Formicidae",NA,"Pogonomyrmex",NA,"Pogonomyrmex","Pogonomyrmex 1"
"300","Mojave","M1","open",30,"ethanol",3,"Hymenoptera","Formicidae",NA,"Pogonomyrmex",NA,"Pogonomyrmex","Pogonomyrmex 1"
"301","Panoche","PAN2","shrub",15,"ethanol",1,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"302","Panoche","PAN1","open",1,"ethanol",1,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"303","Mojave","M1","larrea",2,"ethanol",3,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"304","Cuyama","C1","open",2,"ethanol",18,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"305","Cuyama","C2","open",2,"ethanol",1,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"306","Cuyama","C1","shrub",2,"ethanol",39,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"307","Cuyama","C2","shrub",2,"ethanol",2,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"308","Mojave","M1","larrea",6,"ethanol",3,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"309","Cuyama","C1","open",6,"ethanol",6,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"310","Cuyama","C2","open",6,"ethanol",8,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"311","Cuyama","C1","shrub",6,"ethanol",1,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"312","Cuyama","C2","shrub",6,"ethanol",18,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"313","Cuyama","C3","shrub",9,"ethanol",5,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"314","Panoche","PAN1","shrub",9,"ethanol",2,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"315","Mojave","M1","ephedra",10,"ethanol",4,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"316","Cuyama","C1","open ",10,"ethanol",1,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"317","Cuyama","C2","shrub",10,"ethanol",5,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"318","Panoche","PAN3","shrub",12,"ethanol",7,"Hymenoptera","Formicidae",NA,"Solenpsis",NA,"Solenopsis","Solenopsis 1"
"319","Mojave","M3","ephedra",14,"ethanol",1,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"320","Cuyama","C2","open",14,"ethanol",1,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"321","Cuyama","C2","shrub",14,"ethanol",72,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"322","Panoche","PAN2","open",15,"ethanol",3,"Hymenoptera","Formicidae","Myrmicinae","Solenopsis",NA,"Solenopsis","Solenopsis 1"
"323","Panoche","PAN3","shrub",16,"ethanol",1,"Hymenoptera","Formicidae",NA,"Solenepsis",NA,"Solenopsis","Solenopsis 1"
"324","Panoche","PAN1","shrub",17,"ethanol",1,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"325","Mojave","M2","larrea",18,"ethanol",1,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"326","Panoche","PAN2","open ",18,"pinned",2,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"327","Cuyama","C1","shrub",18,"ethanol",1,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"328","Cuyama","C3","shrub",18,"ethanol",2,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"329","Cuyama","C2","open",22,"ethanol",2,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"330","Cuyama","C3","open",22,"ethanol",10,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"331","Cuyama","C2","shrub",22,"ethanol",1,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"332","Panoche","PAN3","open",23,"ethanol",1,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"333","Cuyama","C2","open",26,"ethanol",8,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"334","Cuyama","C1","shrub",26,"ethanol",2,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"335","Cuyama","C2","shrub",26,"ethanol",10,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"336","Cuyama","C1","open",30,"ethanol",4,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"337","Cuyama","C1","shrub",30,"ethanol",4,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"338","Panoche","PAN1","open",34,"ethanol",19,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"339","Panoche","PAN3","shrub",36,"ethanol",12,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"340","Panoche","PAN1","shrub",38,"ethanol",1,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"341","Panoche","PAN3","shrub",40,"ethanol",8,"Hymenoptera","Formicidae",NA,"Solenopsis",NA,"Solenopsis","Solenopsis 1"
"342","Panoche","PAN3","shrub",16,"pinned",1,"Hymenoptera","Formicidae",NA,"Solenepsis",NA,"Solenopsis","Solenopsis 2"
"343","Mojave","M2","ephedra",26,"ethanol",2,"Hymenoptera","Formicidae",NA,"Tapinoma",NA,"Tapinoma","Tapinoma 1"
"344","Panoche","PAN2","shrub",32,"pinned",1,"Hymenoptera","Formicidae",NA,"Tapinoma",NA,"Tapinoma","Tapinoma 1"
"345","Cuyama","C2","open",2,"ethanol",4,"Hymenoptera","Formicidae",NA,"Tapinoma",NA,"Tapinoma","Tapinoma 1"
"346","Cuyama","C1","shrub",2,"ethanol",14,"Hymenoptera","Formicidae",NA,"Tapinoma",NA,"Tapinoma","Tapinoma 1"
"347","Panoche","PAN3","open",6,"ethanol",1,"Hymenoptera","Formicidae",NA,"Tapinoma",NA,"Tapinoma","Tapinoma 1"
"348","Mojave","M1","ephedra",10,"ethanol",1,"Hymenoptera","Formicidae",NA,"Tapinoma",NA,"Tapinoma","Tapinoma 1"
"349","Cuyama","C3","open",14,"ethanol",11,"Hymenoptera","Formicidae",NA,"Tapinoma",NA,"Tapinoma","Tapinoma 1"
"350","Panoche","PAN3","open",19,"ethanol",2,"Hymenoptera","Formicidae",NA,"Tapinoma",NA,"Tapinoma","Tapinoma 1"
"351","Cuyama","C2","shrub",6,"ethanol",2,"Hymenoptera","Formicidae",NA,"Temnothorax",NA,"Temnothorax","Temnothorax 1"
"352","Cuyama","C2","shrub",10,"ethanol",1,"Hymenoptera","Formicidae",NA,"Temnothorax",NA,"Temnothorax","Temnothorax 1"
"353","Cuyama","C2","shrub",14,"ethanol",2,"Hymenoptera","Formicidae",NA,"Temnothorax",NA,"Temnothorax","Temnothorax 1"
"354","Cuyama","C2","shrub",22,"ethanol",2,"Hymenoptera","Formicidae",NA,"Temnothorax",NA,"Temnothorax","Temnothorax 1"
"355","Cuyama","C1","shrub",26,"ethanol",1,"Hymenoptera","Formicidae",NA,"Temnothorax",NA,"Temnothorax","Temnothorax 1"
"356","Cuyama","C2","shrub",26,"ethanol",2,"Hymenoptera","Formicidae",NA,"Temnothorax",NA,"Temnothorax","Temnothorax 1"
"357","Cuyama","C2","shrub",29,"ethanol",4,"Hymenoptera","Formicidae",NA,"Temnothorax",NA,"Temnothorax","Temnothorax 1"
